Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
899,25-May-23,CUST899,Male,26,Clothing,2,300,600
900,21-Feb-23,CUST900,Male,21,Clothing,2,30,60
901,10-Apr-23,CUST901,Male,31,Electronics,1,30,30
902,01-Jun-23,CUST902,Female,54,Beauty,1,50,50
903,27-Apr-23,CUST903,Female,51,Beauty,4,50,200
904,04-Jul-23,CUST904,Male,28,Clothing,1,500,500
905,02-Apr-23,CUST905,Male,58,Beauty,1,300,300
906,04-Jun-23,CUST906,Female,20,Clothing,1,50,50
907,08-Jan-23,CUST907,Female,45,Electronics,1,25,25
908,29-Dec-23,CUST908,Male,46,Beauty,4,300,1200
909,01-Oct-23,CUST909,Male,26,Electronics,1,300,300
910,06-Mar-23,CUST910,Female,20,Beauty,3,50,150
911,21-May-23,CUST911,Male,42,Electronics,3,300,900
912,24-Jan-23,CUST912,Male,51,Beauty,3,50,150
913,28-Jan-23,CUST913,Male,29,Electronics,3,30,90
914,11-Oct-23,CUST914,Female,59,Electronics,1,500,500
915,30-May-23,CUST915,Female,26,Beauty,3,30,90
916,24-Dec-23,CUST916,Female,32,Electronics,1,50,50
917,06-Mar-23,CUST917,Female,57,Electronics,4,50,200
918,23-Nov-23,CUST918,Female,42,Electronics,3,30,90
919,09-Sep-23,CUST919,Female,22,Beauty,2,25,50
920,22-Feb-23,CUST920,Female,28,Beauty,3,25,75
921,07-Jan-23,CUST921,Male,51,Electronics,3,25,75
922,21-Oct-23,CUST922,Male,41,Electronics,1,50,50
923,26-May-23,CUST923,Male,32,Beauty,3,300,900
924,29-Aug-23,CUST924,Male,55,Beauty,2,50,100
925,03-Sep-23,CUST925,Male,25,Electronics,1,300,300
926,14-Aug-23,CUST926,Male,22,Electronics,1,30,30
927,24-Jun-23,CUST927,Male,43,Electronics,4,500,2000
928,05-Apr-23,CUST928,Female,35,Clothing,4,300,1200
929,27-Jan-23,CUST929,Female,23,Beauty,3,25,75
930,10-May-23,CUST930,Male,54,Clothing,4,50,200
931,02-Sep-23,CUST931,Male,30,Beauty,4,30,120
932,28-Feb-23,CUST932,Female,45,Beauty,4,25,100
933,03-Feb-23,CUST933,Male,22,Beauty,1,30,30
934,25-Jul-23,CUST934,Male,30,Beauty,1,500,500
935,09-Sep-23,CUST935,Female,34,Beauty,1,50,50
936,07-Feb-23,CUST936,Male,57,Beauty,4,50,200
937,23-Oct-23,CUST937,Female,62,Beauty,1,500,500
938,19-Nov-23,CUST938,Male,49,Clothing,4,50,200
939,18-Dec-23,CUST939,Female,46,Electronics,1,300,300
940,28-Jan-23,CUST940,Female,20,Electronics,1,30,30
941,19-Mar-23,CUST941,Female,57,Clothing,2,25,50
942,18-Mar-23,CUST942,Male,51,Clothing,3,500,1500
943,16-Oct-23,CUST943,Female,57,Clothing,4,300,1200
944,05-Jun-23,CUST944,Male,44,Clothing,2,25,50
945,13-Feb-23,CUST945,Male,30,Beauty,1,25,25
946,08-May-23,CUST946,Male,62,Electronics,4,500,2000
947,02-Mar-23,CUST947,Male,50,Beauty,1,300,300
948,13-Oct-23,CUST948,Female,23,Electronics,3,25,75
949,02-Aug-23,CUST949,Female,41,Electronics,2,25,50
950,07-Nov-23,CUST950,Male,36,Clothing,3,300,900
951,02-Nov-23,CUST951,Male,33,Beauty,2,50,100
952,13-Nov-23,CUST952,Female,57,Clothing,1,25,25
953,26-Apr-23,CUST953,Male,45,Beauty,3,30,90
954,25-Sep-23,CUST954,Female,50,Electronics,3,300,900
955,14-Jul-23,CUST955,Male,58,Clothing,1,25,25
956,19-Aug-23,CUST956,Male,30,Clothing,3,500,1500
957,15-Aug-23,CUST957,Female,60,Electronics,4,30,120
958,02-Jun-23,CUST958,Male,62,Electronics,2,25,50
959,29-Oct-23,CUST959,Female,42,Electronics,2,30,60
960,08-Aug-23,CUST960,Male,59,Clothing,2,30,60
961,06-Jun-23,CUST961,Male,53,Beauty,4,50,200
962,19-Oct-23,CUST962,Male,44,Clothing,2,30,60
963,14-Nov-23,CUST963,Female,55,Beauty,1,50,50
964,31-Jan-23,CUST964,Male,24,Clothing,3,300,900
965,09-Nov-23,CUST965,Male,22,Clothing,4,50,200
966,20-Feb-23,CUST966,Male,60,Electronics,2,500,1000
967,17-Apr-23,CUST967,Male,62,Beauty,1,25,25
968,17-Nov-23,CUST968,Female,48,Clothing,3,300,900
969,19-Apr-23,CUST969,Female,40,Clothing,3,300,900
970,16-May-23,CUST970,Male,59,Electronics,4,500,2000
971,05-Dec-23,CUST971,Female,27,Electronics,4,50,200
972,11-Feb-23,CUST972,Male,49,Beauty,4,25,100
973,22-Mar-23,CUST973,Male,60,Clothing,1,50,50
974,03-May-23,CUST974,Male,47,Beauty,1,30,30
975,30-Mar-23,CUST975,Female,56,Clothing,4,50,200
976,10-Oct-23,CUST976,Female,48,Beauty,2,300,600
977,08-Feb-23,CUST977,Female,35,Electronics,3,25,75
978,22-Mar-23,CUST978,Female,53,Clothing,3,50,150
979,02-Jan-23,CUST979,Female,19,Beauty,1,25,25
980,29-Jul-23,CUST980,Female,31,Electronics,3,25,75
981,19-Aug-23,CUST981,Female,30,Electronics,2,30,60
982,19-Dec-23,CUST982,Female,46,Beauty,3,30,90
983,01-Nov-23,CUST983,Female,29,Clothing,1,300,300
984,29-Aug-23,CUST984,Male,56,Clothing,1,500,500
985,30-May-23,CUST985,Female,19,Electronics,2,25,50
986,17-Jan-23,CUST986,Female,49,Clothing,2,500,1000
987,29-Apr-23,CUST987,Female,30,Clothing,3,300,900
988,28-May-23,CUST988,Female,63,Clothing,3,25,75
989,28-Dec-23,CUST989,Female,44,Electronics,1,25,25
990,25-May-23,CUST990,Female,58,Beauty,2,500,1000
991,26-Dec-23,CUST991,Female,34,Clothing,2,50,100
992,21-Aug-23,CUST992,Female,57,Electronics,2,30,60
993,06-Feb-23,CUST993,Female,48,Electronics,3,50,150
994,18-Dec-23,CUST994,Female,51,Beauty,2,500,1000
995,30-Apr-23,CUST995,Female,41,Clothing,1,30,30
996,16-May-23,CUST996,Male,62,Clothing,1,50,50
997,17-Nov-23,CUST997,Male,52,Beauty,3,30,90
998,29-Oct-23,CUST998,Female,23,Beauty,4,25,100
999,05-Dec-23,CUST999,Female,36,Electronics,3,50,150
1000,12-Apr-23,CUST1000,Male,47,Electronics,4,30,120
